	;	Shine NPC table(ShineNPC.txt)																										
	#recordin	ShineNPC	MapLinkGate_Urg	Gate	1864	1327	90	0	Gate	Urg																		
	#recordin	LinkTable								Urg	Urg	Urg	6293	5477	90	1												
	#recordin	ShineNPC	MapLinkGate_Urg_Alruin	Gate	1482	1210	179	0	Gate	Urg_Alruin																		
	#recordin	LinkTable								Urg_Alruin	Urg_Alruin	Urg_Alruin	6721	12036	90	1												
	#recordin	ShineNPC	MapLinkGate_Adl	Gate	1230	1543	90	0	Gate	Adl																		
	#recordin	LinkTable								Adl	Adl	Adl	15181	12132	90	1												
	#recordin	ShineNPC	MapLinkGate_Bera	Gate	1087	1846	90	0	Gate	Bera005																		
	#recordin	LinkTable								Bera005	Bera	Bera	6532	1529	0	1												
;	상급마계인던 - 아바란요새																											
	#recordin	ShineNPC	WarH_EntranceGate	UrgSwa01	17166	4511	218	0	IDGate	WarH01																		
	#recordin	LinkTable								WarH01	WarH	WarH	1269	12325	-90	1												
;	튜토리얼 NPC																											
	#recordin	ShineNPC	RouT_Smith	RouT	5606	8852	-59	1	Merchant	Weapon																		
	#recordin	ShineNPC	RouT_Soul	RouT	7341	9030	96	1	Merchant	SoulStone																		
	#recordin	ShineNPC	RouT_Skill	RouT	6311	7149	-59	1	Merchant	Skill																		
;	센티넬 스킬 NPC																											
	#recordin	ShineNPC	Tiros	Eld	12180	13431	-68	1	Merchant	Skill																		
;	101~108Lv NPC																											
	#recordin	ShineNPC	DigGrifin	UrgSwa01	16364	18773	316	1	QuestNpc	Quest																		
	#recordin	ShineNPC	DigWebster	UrgSwa01	16452	18770	42	1	QuestNpc	Quest																		
	#recordin	ShineNPC	DigGregory	UrgSwa01	16465	18678	124	1	QuestNpc	Quest																		
	#recordin	ShineNPC	DigChavez	UrgDark01	16546	13623	354	1	QuestNpc	Quest																		
	#recordin	ShineNPC	DigKupers	UrgDark01	16791	13544	286	1	QuestNpc	Quest																		
	#recordin	ShineNPC	DigRoss	UrgDark01	16534	13452	188	1	QuestNpc	Quest																		
;	2013_할로윈																											
;	#recordin	ShineNPC	E_HwinQuest	Eld	13165	13747	178	1	Merchant	Item																		
;	#recordin	ShineNPC	E_HwinReturn	E_Hwin	749	236	272	0	Gate	Eld02																		
;	#recordin	LinkTable								Eld02	Eld	Eld	13059	13815	8	1												
;	#recordin	ShineNPC	E_HwinIn	Eld	13065	13747	178	0	Gate	Eld03																		
;	#recordin	LinkTable								Eld03	E_Hwin	E_Hwin	914	238	152	1												
;	우루가 아레나 npc																											
	#recordin	ShineNPC	IM_Arena01	Urg	7024	8555	90	1	Merchant	Weapon																		
	#recordin	ShineNPC	IM_Arena02	Urg	7024	8455	90	1	Merchant	Weapon																		
	#recordin	ShineNPC	IM_Arena_TE	Urg	7044	8350	90	1	Merchant	Item																		
;	2013_미국 6주년 기념																											
;	#recordin	ShineNPC	E_SixYear_Dance	Eld	11485	13440	0	0	QuestNpc	-																		
;	2013 크리스마스 이벤트																											
;	#recordin	ShineNPC	E_XXiaoming	Eld	15407	13327	93	1	Merchant	Item																		
;	동계올림픽이벤트_카할스키																											
;	#recordin	ShineNPC	E_Ski_MerchantNPC	Eld	13165	13747	178	1	Merchant	Item																		
;	#recordin	ShineNPC	E_Ski_GateIn	Eld	13065	13747	178	0	Gate	Eld03																		
;	#recordin	LinkTable								Eld03	E_Olympic	E_Olympic	5463	22711	45	1												
;	#recordin	ShineNPC	E_Ski_GateOut	E_Olympic	5663	22811	45	0	Gate	E_Olympic01																		
;	#recordin	LinkTable								E_Olympic01	Eld	Eld	13068	13907	10	1												
;	#recordin	ShineNPC	E_Ski_GateOut	E_Olympic	12064	7894	45	0	Gate	E_Olympic02																		
;	#recordin	LinkTable								E_Olympic02	Eld	Eld	13068	13907	10	1												
;	#recordin	ShineNPC	E_Ski_QuestNPC	E_Olympic	11866	7966	45	1	QuestNpc	Quest																		
;	#recordin	ShineNPC	E_Ski_RentMachine	E_Olympic	4920	22492	132	1	Merchant	Item																		
;	랜덤옵션변경																											
	#recordin	ShineNPC	Anvil	RouN	5645	8924	-62	0	NPCMenu	RandomOption																		
	#recordin	ShineNPC	Anvil	Eld	16676	14829	94	0	NPCMenu	RandomOption																		
	#recordin	ShineNPC	Anvil	Urg	6793	7468	119	0	NPCMenu	RandomOption																		
	#recordin	ShineNPC	Anvil	Adl	12082	11899	170	0	NPCMenu	RandomOption																		
	#recordin	ShineNPC	Anvil	Bera	5688	4662	0	0	NPCMenu	RandomOption																		
;	부활절이벤트_2014																											
;	#recordin	ShineNPC	Egg2014_HoshemingNPC	Eld	15390	13395	89	1	Merchant	Item																		
;	축구킹퀘(KDSoccer_월드컵이벤트)																											
	#recordin	ShineNPC	KDSoccer_MctNPC	Eld	13165	13747	178	1	Merchant	Item																		
;	물풍선 전쟁(여름이벤트)																											
;	#recordin	ShineNPC	Swimming	Eld	16445	13478	89	1	Merchant	Item																		
;	#recordin	ShineNPC	SwimmingR	KDWater	6311	5530	0	1	Merchant	Item																		
;	#recordin	ShineNPC	SwimmingB	KDWater	4607	5273	178	1	Merchant	Item																		
;	기능성아이템_클래스체인지(ClassChange)																											
	#recordin	ShineNPC	ClassChangeMaster01	Urg_Alruin	4517	10336	165	1	QuestNpc	Quest																		
	#recordin	ShineNPC	ClassChangeMaster02	Adl	9834	10626	-91	1	QuestNpc	Quest																		
;	카할설원 NPC																											
	#recordin	ShineNPC	Nagro	BerFrz01	4891	18706	45	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Hilda	BerFrz01	10458	12807	270	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Akisha	BerFrz01	17931	18524	270	1	QuestNpc	Quest																		
	#recordin	ShineNPC	SirenStatue	BerFrz01	16680	17999	30	1	QuestNpc	Quest																		
;	카할설원 게이트																											
	#recordin	ShineNPC	MapLinkGate	BerFrz01	6287	23262	45	0	Gate	BerFrz011																		
	#recordin	LinkTable								BerFrz011	Bera	Bera	12113	3137	90	1												
	#recordin	ShineNPC	MapLinkGate	BerFrz01	11211	1843	75	0	Gate	BerFrz012																		
	#recordin	LinkTable								BerFrz012	ArkDn01	ArkDn01	2482	6861	90	1												
	#recordin	ShineNPC	MapLinkGate	BerFrz01	25310	510	130	0	ModeIDGate	BerFrz013																		
	#recordin	LinkTable								BerFrz013	Siren	Siren	521	10793	90	1												
	#recordin	ShineNPC	MapLinkGate	BerFrz01	17544	4382	8	0	Gate	BerFrz014																		
	#recordin	LinkTable								BerFrz014	BerVale01	BerVale01	1286	11171	180	1												
;	아크루트 NPC																											
	#recordin	ShineNPC	Cuero	BerFrz01	7220	3106	-90	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Gerta	ArkDn01	5367	6127	286	1	QuestNpc	Quest																		
;	아크루트 게이트																											
	#recordin	ShineNPC	MapLinkGate	ArkDn01	2419	7213	0	0	Gate	ArkDn011																		
	#recordin	LinkTable								ArkDn011	BerFrz01	BerFrz01	11044	1760	90	1												
	#recordin	ShineNPC	MapLinkGate	ArkDn01	5440	5259	0	0	Gate	ArkDn012																		
	#recordin	LinkTable								ArkDn012	B_Albi	B_Albi	1600	264	180	1												
	#recordin	ShineNPC	MapLinkGate	ArkDn01	7247	6998	0	0	Gate	ArkDn013																		
	#recordin	LinkTable								ArkDn013	BH_Albi	BH_Albi	1600	264	180	1												
;	세이렌의 성 NPC																											
	#recordin	ShineNPC	Chaoming	Siren	11348	11874	106	1	Merchant	Item																		
;	심연의 아크루트																											
	#recordin	ShineNPC	EldSpeGuard03	ArkDn02	2419	7213	0	0	Gate	ArkDn021																		
	#recordin	LinkTable								ArkDn021	BFGate04	BFGate04	1234	1959	0	1												
;	카할협곡 NPC																											
	#recordin	ShineNPC	Nicole	BerVale01	3771	2840	-160	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Basilone	BerVale01	9132	9600	32	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Q_Jey	BerVale01	1318	9745	-31	1	QuestNpc	Quest																		
;	카할협곡 게이트																											
	#recordin	ShineNPC	MapLinkGate	BerVale01	1244	11307	-10	0	Gate	BerVale011																		
	#recordin	LinkTable								BerVale011	BerFrz01	BerFrz01	17567	4492	180	1												
;	#recordin	ShineNPC	MapLinkGate	BerVale01	11257	1691	155	0	Gate	BerVale012																		
;	#recordin	LinkTable								BerVale012	BerFrz01	BerFrz01	17567	4492	180	1												
;	알비레오왕의 아지트 게이트																											
	#recordin	ShineNPC	MapLinkGate	B_Albi	1602	143	180	0	Gate	B_Albi011																		
	#recordin	LinkTable								B_Albi011	ArkDn01	ArkDn01	5519	5407	0	1												
;	알비레오 하드모드																											
	#recordin	ShineNPC	MapLinkGate	BH_Albi	1602	143	180	0	Gate	BH_Albi011																		
	#recordin	LinkTable								BH_Albi011	ArkDn01	ArkDn01	7153	6927	0	1												
;	베라 추가 NPC																											
	#recordin	ShineNPC	ClassChangeMaster03	Bera	9561	8142	45	1	QuestNpc	Quest																		
	#recordin	ShineNPC	BeraGuildLucas	Bera	5370	2805	90	0	NPCMenu	Guild																		
;	마을이동 NPC																											
	#recordin	ShineNPC	Gate_Town	RouN	5874	6530	0	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Gate_Town	RouVal01	13660	7862	0	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Gate_Town	Eld	11788	10395	0	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Gate_Town	EldGbl02	9039	9312	0	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Gate_Town	Urg	3882	5884	0	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Gate_Town	Adl	11688	9379	0	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Gate_Town	Bera	7553	7365	0	1	QuestNpc	Quest																		
;	크리스마스 트리(신루멘)																											
;	#recordin	ShineNPC	ChristmasTree	RouN	6869	8702	0	0	QuestNpc	Quest																		
;	크리스마스 트리(베라)																											
;	#recordin	ShineNPC	ChristmasTree	Bera	6754	6922	145	1	QuestNpc	Quest																		
;	임시게이트																											
	#recordin	ShineNPC	MapLinkGate_Rou	Rou	5322	4500	179	0	Gate	Rou																		
	#recordin	LinkTable								Rou	RouN	RouN	5604	6519	90	1												
;	겨울이벤트 윈터컵																											
;	#recordin	ShineNPC	KDSoccer_MctNPC_14	Eld	13165	13747	178	1	Merchant	Item																		
;	[S_3948] 불길한 협곡																											
	#recordin	ShineNPC	SD_Gate_KDPrtShip	RouN	5059	5191	-177	0	IDGate	SD_Vale011																		
	#recordin	LinkTable								SD_Vale011	SD_Vale01	SD_Vale01	5556	5802	0	1												
	#recordin	ShineNPC	SD_Futureming	RouN	5182	5195	-177	1	Merchant	Item																		
;	울버스톨 폐허 타운 포탈																											
	#recordin	ShineNPC	Gate_Town	Urg_Alruin	4962	9227	26	1	QuestNpc	Quest																		
;	뷰티샵 NPC 추가 배치																											
	#recordin	ShineNPC	Meily	Eld	14636	15800	1	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Bellen	Urg	6120	7316	-18	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Hermosia	Urg_Alruin	5737	8331	218	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Ayollar	Adl	10934	12460	204	1	QuestNpc	Quest																		
	#recordin	ShineNPC	Salyon	Bera	6257	2976	209	1	QuestNpc	Quest																		
;	7주년 기념 이벤트																											
;	#recordin	ShineNPC	Xiaoming_7th	Eld	16445	13478	89	1	Merchant	Item																		
;	#recordin	ShineNPC	XiaomingR_7th	KDCake	7464	6070	160	1	Merchant	Item																		
;	#recordin	ShineNPC	XiaomingB_7th	KDCake	6339	7199	-20	1	Merchant	Item																		
	#End																											
